1618794889.000000, 1618794889.000000, 1618794889.000000
32.000000, 32.000000, 32.000000
42,3,45
42,3,45
42,3,45
42,2,45
42,3,45
42,3,45
42,3,45
43,3,45
42,3,45
42,3,45
42,3,45
42,3,45
42,3,45
42,3,45
43,3,45
43,3,45
42,3,46
42,3,45
42,3,45
42,3,46
42,3,45
42,3,45
42,3,45
43,3,45
42,3,45
42,3,45
42,3,45
42,3,45
42,3,46
42,3,45
42,3,45
42,3,45
42,3,45
42,3,45
42,3,45
43,3,45
43,3,45
42,3,45
42,3,46
42,3,45
43,3,45
42,3,46
42,3,45
43,3,45
42,3,45
42,3,46
42,3,45
42,3,45
42,3,45
42,3,45
42,3,45
42,3,46
42,3,45
42,3,45
42,3,45
42,3,45
42,3,46
42,3,45
42,3,46
42,3,46
42,3,46
42,2,45
42,3,46
42,3,45
42,3,45
42,3,46
42,2,45
42,3,46
42,3,45
42,3,46
42,3,46
42,3,45
42,3,46
42,3,46
42,3,46
42,3,46
42,3,45
42,3,45
42,3,46
42,3,45
42,3,45
42,3,46
42,3,45
42,3,45
42,3,45
43,3,45
42,3,45
42,3,45
43,3,45
42,3,45
43,3,45
43,3,45
42,3,45
42,3,45
43,3,45
43,3,45
42,3,45
42,3,45
43,2,45
42,3,45
42,3,45
43,3,45
42,3,45
42,3,45
42,3,45
43,3,45
43,3,45
42,3,45
43,3,45
43,3,45
42,3,45
42,3,45
42,3,45
42,3,45
42,3,45
42,3,45
42,3,45
43,3,45
43,3,45
42,3,45
42,2,45
43,3,45
43,3,45
42,3,45
43,3,45
43,3,45
42,3,45
43,3,45
43,3,45
42,3,45
43,3,45
43,3,45
43,3,45
43,2,45
43,2,45
43,3,45
43,3,45
42,3,45
43,3,45
43,3,45
42,3,45
42,3,45
42,3,45
42,3,45
42,3,45
43,2,45
42,3,45
42,3,45
42,3,45
42,3,45
42,3,45
43,3,45
42,3,45
43,3,45
42,2,45
43,3,45
43,3,45
43,3,45
43,3,45
42,2,45
43,2,45
43,3,45
42,3,45
42,2,45
42,3,45
43,3,45
43,3,45
42,3,45
42,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
42,3,45
43,2,45
43,3,45
42,3,45
43,3,45
43,3,45
42,3,45
43,3,45
43,2,45
43,3,45
43,3,45
43,3,45
43,2,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,2,45
43,2,45
43,2,45
43,3,45
43,3,45
43,3,45
42,3,45
43,3,45
43,3,45
42,2,45
43,3,45
43,3,45
42,3,45
42,3,45
43,2,45
43,3,45
43,3,45
43,3,45
43,3,45
42,3,45
43,2,45
43,2,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,2,45
42,3,45
42,3,45
43,3,45
43,2,45
42,3,45
42,3,45
43,3,45
43,3,45
43,2,45
42,3,45
42,3,45
42,2,45
42,3,45
43,3,45
43,2,45
43,3,45
42,3,45
43,2,45
43,2,45
43,3,45
43,3,45
43,3,45
42,3,45
43,2,45
43,3,45
43,3,45
43,2,45
42,2,45
43,3,45
43,3,45
43,3,45
43,2,45
43,2,45
44,2,45
42,3,46
41,3,45
43,3,45
42,3,45
42,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,2,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
42,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
42,3,45
43,2,45
43,3,45
43,3,45
43,3,45
43,3,45
43,2,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,2,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
42,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,2,45
43,3,45
43,3,45
43,2,45
43,2,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,2,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
43,3,45
42,3,45
43,3,45
43,2,45
43,2,45
43,3,45
43,3,45
42,3,45
45,2,44
44,3,44
41,3,45
42,2,44
46,2,43
46,2,42
45,3,42
44,2,41
46,2,41
49,2,39
48,2,40
50,2,39
48,1,38
50,2,38
49,2,38
49,1,38
50,2,37
51,1,37
51,-1,35
51,-2,34
62,0,34
39,0,30
53,-6,27
58,-9,21
70,-4,25
55,-2,17
54,-2,15
63,-4,19
61,-4,21
58,-5,19
69,-6,20
57,-5,18
53,-7,17
56,-7,20
52,-5,18
54,-6,12
72,-8,7
73,-11,6
57,-7,6
64,-5,16
63,-5,17
60,-4,16
60,-3,17
59,-5,14
58,-6,8
68,-9,3
66,-8,4
59,-6,6
62,-8,7
64,-8,7
59,-6,5
59,-5,5
66,-7,6
68,-9,3
57,-7,3
60,-8,5
59,-9,7
65,-9,11
61,-8,8
57,-7,7
57,-7,6
60,-8,7
61,-7,11
59,-7,13
58,-7,10
60,-7,11
63,-6,14
61,-7,12
62,-7,10
62,-7,9
62,-7,11
60,-6,12
59,-6,11
62,-6,12
61,-6,13
59,-7,12
59,-8,11
60,-7,11
60,-7,13
61,-6,12
60,-6,12
60,-7,11
59,-6,13
59,-6,13
61,-8,12
61,-7,11
59,-7,13
61,-6,13
61,-6,12
60,-6,11
60,-7,12
60,-6,15
61,-7,13
60,-7,12
61,-7,12
60,-7,14
59,-6,13
60,-5,13
62,-7,12
60,-7,13
59,-6,14
59,-7,13
62,-7,12
59,-6,13
60,-6,14
60,-6,14
61,-7,12
61,-6,12
59,-6,14
60,-6,14
60,-7,12
61,-6,11
61,-6,12
60,-7,13
61,-5,13
61,-6,13
60,-7,11
59,-7,13
60,-6,14
61,-6,13
60,-6,12
61,-6,13
60,-7,14
61,-6,13
60,-6,12
61,-7,12
60,-6,14
59,-6,14
60,-7,13
60,-7,12
59,-6,14
60,-6,14
61,-5,13
61,-6,12
61,-7,12
59,-7,14
60,-6,14
61,-6,13
59,-7,13
59,-6,14
60,-6,13
61,-6,13
60,-5,13
61,-6,12
60,-7,13
59,-6,15
60,-7,13
61,-7,13
60,-6,14
59,-6,14
61,-6,13
61,-6,13
60,-6,13
61,-7,12
59,-7,14
59,-6,15
61,-6,13
61,-6,13
59,-6,13
60,-6,14
61,-7,13
61,-6,13
60,-5,13
61,-6,13
59,-6,14
59,-6,14
60,-6,13
61,-6,13
60,-6,13
60,-6,14
60,-6,14
59,-5,14
59,-6,14
61,-6,13
60,-6,13
60,-6,15
60,-6,15
61,-7,13
60,-6,13
60,-5,15
60,-6,14
61,-6,14
60,-6,14
60,-6,13
60,-7,14
59,-6,15
59,-6,14
60,-6,14
60,-6,14
60,-6,14
60,-6,14
61,-7,14
60,-6,15
60,-5,14
60,-6,13
59,-6,15
60,-6,15
59,-6,14
60,-6,14
60,-6,14
60,-5,14
60,-6,14
60,-6,14
59,-6,14
60,-6,14
61,-6,14
60,-6,14
60,-6,15
60,-6,15
60,-6,14
60,-6,14
60,-6,14
60,-6,14
60,-6,14
59,-6,15
61,-5,14
60,-6,14
60,-6,14
60,-6,15
60,-6,14
60,-6,14
60,-6,14
60,-6,14
60,-6,14
60,-6,14
59,-6,14
60,-6,14
60,-6,13
59,-6,14
59,-6,15
60,-6,14
60,-6,14
60,-6,14
60,-6,14
60,-6,14
60,-6,14
60,-6,14
60,-5,14
60,-6,14
59,-6,14
59,-6,14
59,-6,14
60,-6,14
60,-6,13
60,-6,14
60,-6,14
60,-6,14
60,-6,14
60,-6,14
60,-6,14
59,-6,14
60,-6,15
60,-6,14
60,-6,14
60,-6,14
60,-6,14
60,-6,14
60,-6,14
61,-5,14
60,-6,13
61,-6,14
60,-6,15
60,-6,14
60,-6,14
60,-6,14
60,-6,14
60,-6,14
60,-6,14
60,-6,14
60,-5,14
60,-6,14
60,-6,14
60,-6,14
59,-6,14
60,-6,14
60,-6,14
60,-6,14
59,-6,14
60,-6,14
60,-6,14
60,-6,14
60,-6,14
60,-6,14
60,-6,14
60,-6,15
60,-6,14
60,-6,14
60,-6,14
