1618794889.000000, IBI
54.703125,0.375000
167.187500,0.515625
182.437500,0.484375
292.218750,0.359375
334.625000,0.468750
446.281250,0.343750
513.687500,0.390625
541.765625,0.500000
556.875000,0.343750
557.328125,0.453125
876.312500,0.484375
1060.734375,0.859375
1102.781250,0.859375
1103.562500,0.781250
1233.312500,0.390625
1263.125000,0.953125
1280.531250,0.500000
1280.968750,0.437500
1551.937500,0.984375
1571.140625,0.937500
1571.890625,0.750000
1641.421875,0.578125
1641.953125,0.531250
1689.515625,0.546875
1825.281250,0.421875
1825.812500,0.531250
1846.203125,0.468750
1851.171875,0.593750
1851.671875,0.500000
1852.281250,0.609375
1870.546875,0.343750
1888.312500,0.484375
1888.781250,0.468750
1889.375000,0.593750
1889.828125,0.453125
1890.234375,0.406250
2069.218750,0.437500
2069.593750,0.375000
2092.796875,0.500000
2097.187500,0.375000
2097.578125,0.390625
2098.031250,0.453125
2120.343750,0.781250
2121.062500,0.718750
2453.812500,0.406250
2454.312500,0.500000
2469.828125,0.500000
2534.031250,0.593750
2634.390625,0.390625
2650.296875,0.531250
2658.156250,0.468750
2658.718750,0.562500
2886.875000,0.515625
3055.171875,0.984375
3227.250000,0.343750
3253.453125,0.421875
3253.906250,0.453125
3475.031250,0.437500
3475.546875,0.515625
3486.187500,0.500000
3486.562500,0.375000
3487.015625,0.453125
3511.093750,0.484375
3627.812500,0.421875
3628.250000,0.437500
3782.562500,0.453125
3782.937500,0.375000
3923.875000,0.500000
3941.531250,0.671875
3977.500000,0.718750
4008.812500,0.609375
4009.375000,0.562500
4032.859375,0.546875
4033.390625,0.531250
4160.031250,0.578125
4160.671875,0.640625
4161.250000,0.578125
4178.875000,0.500000
4180.937500,0.468750
4223.078125,0.375000
4448.562500,0.843750
4449.437500,0.875000
4473.187500,1.140625
4478.812500,0.390625
4479.281250,0.468750
4483.109375,0.328125
4561.203125,0.359375
4594.843750,0.437500
4595.250000,0.406250
4621.984375,0.390625
4622.531250,0.546875
4623.000000,0.468750
4623.484375,0.484375
4645.015625,0.343750
4659.156250,0.359375
4659.625000,0.468750
4751.078125,0.437500
4988.578125,0.531250
5060.296875,0.593750
5063.531250,0.500000
5102.937500,0.796875
5113.343750,0.468750
5152.078125,0.531250
5177.984375,0.593750
5178.484375,0.500000
5179.125000,0.640625
5230.500000,0.609375
5231.234375,0.734375
5512.437500,0.484375
5667.953125,0.453125
5734.937500,0.421875
5819.296875,0.546875
5867.890625,0.312500
5871.515625,0.390625
5871.921875,0.406250
5948.984375,0.375000
6006.515625,0.343750
6018.875000,0.437500
6019.359375,0.484375
6019.734375,0.375000
6020.171875,0.437500
6020.609375,0.437500
6038.968750,1.140625
6040.312500,1.343750
6041.421875,1.109375
6042.546875,1.125000
6063.562500,0.921875
6075.109375,0.453125
6090.359375,0.531250
6133.500000,0.500000
6251.218750,0.312500
6251.546875,0.328125
6316.000000,0.390625
6363.921875,0.312500
6364.265625,0.343750
6379.468750,0.375000
6398.312500,0.484375
6452.203125,0.390625
6505.453125,0.421875
6543.281250,1.000000
6577.218750,0.312500
6579.000000,0.406250
6579.375000,0.375000
6579.812500,0.437500
6893.203125,0.343750
6932.843750,0.375000
6953.734375,0.468750
6954.125000,0.390625
6954.546875,0.421875
6994.453125,0.859375
7345.171875,0.328125
7354.468750,0.453125
7354.812500,0.343750
7452.453125,0.578125
7557.968750,0.375000
7558.328125,0.359375
7595.187500,0.468750
7595.671875,0.484375
7803.421875,0.312500
7865.328125,0.562500
7988.031250,0.531250
7999.953125,0.578125
8120.843750,0.484375
8121.375000,0.531250
8149.812500,0.578125
8165.546875,0.640625
8209.484375,0.500000
8311.109375,0.328125
8389.531250,0.468750
8456.062500,0.593750
8456.656250,0.593750
8669.078125,0.375000
8673.562500,0.312500
8714.500000,0.828125
8902.125000,0.437500
8909.312500,0.437500
8948.109375,0.359375
8948.468750,0.359375
9058.156250,0.437500
9125.812500,0.828125
